NOM_SCIENTIFIQUE;NOM_LATIN
Condylidium iresinoides (Kunth) R.M.King & H.Rob., 1972;Condylidium iresinoides
Condylidium R.M. King & H. Rob., 1972;Condylidium R
Condylocarpinae Pichon ex Leeuwenb., 1994;Condylocarpinae Pichon
Condylocarpon amazonicum (Markgr.) Ducke, 1943;Condylocarpon amazonicum
Condylocarpon Desf., 1822;Condylocarpon Desf
Condylocarpon guyanense Desf., 1822;Condylocarpon guyanense
Condylocarpon intermedium Müll.Arg., 1860;Condylocarpon intermedium
Condylocarpon intermedium subsp. intermedium Müll.Arg., 1860;Condylocarpon intermedium
Condylocarpon myrtifolium (Miq.) Müll.Arg., 1860;Condylocarpon myrtifolium
Condylocarpon pubiflorum Müll.Arg., 1860;Condylocarpon pubiflorum
Congea griffithiana Munir, 1966;Congea griffithiana
Congea Roxb., 1820;Congea Roxb
Congea tomentosa Roxb., 1820;Congea tomentosa
Congea velutina Wight, 1849;Congea velutina
Coniandreae Endl., 1839;Coniandreae Endl
Conioselinum chinense (L.) Britton, Sterns & Poggenb., 1888;Conioselinum chinense
Conioselinum Fisch. ex Hoffm., 1814;Conioselinum Fisch
Conium L., 1753;Conium L
Conium maculatum L., 1753;Conium maculatum
Conjugatophyceae Engler;Conjugatophyceae Engler
Connaraceae R.Br., 1818;Connaraceae R
Connarus coriaceus G.Schellenb., 1925;Connarus coriaceus
Connarus erianthus Benth. ex Baker, 1871;Connarus erianthus
Connarus fasciculatus (DC.) Planch., 1850;Connarus fasciculatus
Connarus fasciculatus subsp. fasciculatus (DC.) Planch., 1850;Connarus fasciculatus
Connarus grandifolius Planch., 1850;Connarus grandifolius
Connarus L., 1753;Connarus L
Connarus patrisii (DC.) Planch., 1850;Connarus patrisii
Connarus pedicellatus (Forero) C.Toledo, 2021;Connarus pedicellatus
Connarus perrottetii (DC.) Planch., 1850;Connarus perrottetii
Connarus punctatus Planch., 1850;Connarus punctatus
Connarus ruber (Poepp.) Planch., 1850;Connarus ruber
Conocarpus erectus f. erectus L.;Conocarpus erectus
Conocarpus erectus f. sericeus (DC.) Stace, 2007;Conocarpus erectus
Conocarpus erectus L., 1753;Conocarpus erectus
Conocarpus L., 1753;Conocarpus L
Conocephalaceae Müll.Frib. ex Grolle, 1972;Conocephalaceae Müll
Conocephalum conicum (L.) Dumort., 1822;Conocephalum conicum
Conocephalum Hill, 1773;Conocephalum Hill
Conocephalum salebrosum Szweyk., Buczk.& Odrzyk., 2005;Conocephalum salebrosum
Conopodium majus (Gouan) Loret, 1886;Conopodium majus
Conopodium majus subsp. majus (Gouan) Loret, 1886;Conopodium majus
Conopodium pyrenaeum (Loisel.) Miégev., 1874;Conopodium pyrenaeum
Conopodium W.D.J.Koch, 1824;Conopodium W
Conoscyphus Mitt., 1873;Conoscyphus Mitt
Conoscyphus trapezioides (Sande Lac.) Schiffn., 1898;Conoscyphus trapezioides
Conostomum pentastichum (Brid.) Lindb., 1863;Conostomum pentastichum
Conostomum Sw. ex F.Weber & D.Mohr, 1804;Conostomum Sw
Conostomum tetragonum (Hedw.) Lindb., 1863;Conostomum tetragonum
Conringia Heist. ex Fabr., 1759;Conringia Heist
Conringia orientalis (L.) Dumort., 1827;Conringia orientalis
Consolea falcata (Ekman & Werderm.) F.M.Knuth, 1935;Consolea falcata
Consolea Lem., 1862;Consolea Lem
Contarinia peyssonneliiformis Zanardini, 1843;Contarinia peyssonneliiformis
Contarinia squamariae (Menegh.) Denizot, 1968;Contarinia squamariae
Contarinia Zanardini, 1843;Contarinia Zanardini
Convallaria L., 1753;Convallaria L
Convallaria majalis L., 1753;Convallaria majalis
Convallarieae Dumort., 1827;Convallarieae Dumort
Convolvulaceae Juss., 1789 [nom. cons.];Convolvulaceae Juss
Convolvuleae Choisy, 1845;Convolvuleae Choisy
Convolvuloideae Burnett, 1835;Convolvuloideae Burnett
Convolvulus althaeoides L., 1753;Convolvulus althaeoides
Convolvulus americanus (Sims) J.W.Loudon, 1844;Convolvulus americanus
Convolvulus arvensis L., 1753;Convolvulus arvensis
Convolvulus betonicifolius Mill., 1768;Convolvulus betonicifolius
Convolvulus cantabrica L., 1753;Convolvulus cantabrica
Convolvulus dubius J.L.Gilbert, 1963;Convolvulus dubius
Convolvulus elegantissimus Mill., 1768;Convolvulus elegantissimus
Convolvulus farinosus L., 1771;Convolvulus farinosus
Convolvulus japonicus Thunb., 1784;Convolvulus japonicus
Convolvulus L., 1753 [nom. et typ. cons.];Convolvulus L
Convolvulus lanuginosus Desr., 1792;Convolvulus lanuginosus
Convolvulus lineatus L., 1759;Convolvulus lineatus
Convolvulus lucanus Ten., 1826;Convolvulus lucanus
Convolvulus nodiflorus Desr., 1792;Convolvulus nodiflorus
Convolvulus roseatus (Brummitt) J.-M.Tison, 2021;Convolvulus roseatus
Convolvulus sabatius subsp. mauritanicus (Boiss.) Murb., 1923;Convolvulus sabatius
Convolvulus sabatius Viv., 1824;Convolvulus sabatius
Convolvulus sepium L., 1753;Convolvulus sepium
Convolvulus siculus L., 1753;Convolvulus siculus
Convolvulus silvaticus Kit., 1805;Convolvulus silvaticus
Convolvulus soldanella L., 1753;Convolvulus soldanella
Convolvulus tricolor L., 1753;Convolvulus tricolor
Convolvulus tricolor subsp. cupanianus (Tod.) Cavara & Grande, 1925;Convolvulus tricolor
Convolvulus tricolor subsp. tricolor L., 1753;Convolvulus tricolor
Convolvulus x howittiorum (Brummitt) B.Bock, 2012;Convolvulus x
Convolvulus x scanicus (Brummitt) B.Bock, 2012;Convolvulus x
Conyzinae Sch.Bip., 1844;Conyzinae Sch
Copaifera epunctata Amshoff, 1939;Copaifera epunctata
Copaifera guyanensis Desf., 1821;Copaifera guyanensis
Copaifera L., 1762;Copaifera L
Copaifera officinalis L., 1762;Copaifera officinalis
Coprosma cookei Fosberg, 1937;Coprosma cookei
Coprosma esulcata (F.Br.) Fosberg, 1956;Coprosma esulcata
Coprosma fatuhivaensis W.L.Wagner & Lorence, 2011;Coprosma fatuhivaensis
Coprosma granadensis (Mutis ex L.f.) Heads, 1996;Coprosma granadensis
Coprosma J.R.Forst. & G.Forst., 1775;Coprosma J
Coprosma meyeri W.L.Wagner & Lorence, 2011;Coprosma meyeri
Coprosma nephelephila J.Florence, 1986;Coprosma nephelephila
Coprosma orohenensis J.W.Moore, 1940;Coprosma orohenensis
Coprosma rapensis F.Br., 1935;Coprosma rapensis
Coprosma reticulata J.Florence, 1986;Coprosma reticulata
Coprosma setosa J.W.Moore, 1933;Coprosma setosa
Coprosma taitensis A.Gray, 1860;Coprosma taitensis
Coprosma temetiuensis W.L.Wagner & Lorence, 2011;Coprosma temetiuensis
Coprosma velutina Fosberg, 1937;Coprosma velutina
Coptidoideae M.Tamura, 1968;Coptidoideae M
Coptis Salisb., 1807;Coptis Salisb
Coptis trifolia (L.) Salisb., 1807;Coptis trifolia
Coptosperma borbonicum (Hend. & Andr.Hend.) De Block, 2007;Coptosperma borbonicum
Coptosperma Hook.f., 1873;Coptosperma Hook
Coptosperma mitochondrioides Mouly & De Block, 2008;Coptosperma mitochondrioides
Coptosperma nigrescens Hook.f, 1873;Coptosperma nigrescens
Coptosperma supra-axillare (Hemsl.) Degreef, 2002;Coptosperma supra-axillare
Corallina caespitosa R.H.Walker, J.Brodie & L.M.Irvine, 2009;Corallina caespitosa
Corallina L., 1758;Corallina L
Corallina muscoides Kütz., 1858;Corallina muscoides
Corallina officinalis L., 1758;Corallina officinalis
Corallinaceae Lamouroux, 1812;Corallinaceae Lamouroux
Corallinales P.C. Silva & H.W. Johansen, 1986;Corallinales P
Corallineae ;Corallineae
Corallinoideae (Aresch.) Foslie, 1908;Corallinoideae (Aresch
Corallinophycidae ;Corallinophycidae
Corallocarpus bainesii (Hook.f.) A. Meeuse, 1962;Corallocarpus bainesii
Corallocarpus Welw. ex Benth. & Hook.f., 1867;Corallocarpus Welw
Corallophila cinnabarina (Grateloup ex Bory) R.E.Norris, 1993;Corallophila cinnabarina
Corallophila huysmansii (Weber Bosse) R.E.Norris, 1993;Corallophila huysmansii
Corallophila kleiwegii Weber Bosse, 1923;Corallophila kleiwegii
Corallophila Weber Bosse, 1923;Corallophila Weber
Corallorhiza Gagnebin, 1755;Corallorhiza Gagnebin
Corallorhiza maculata (Raf.) Raf., 1817;Corallorhiza maculata
Corallorhiza trifida Châtel., 1760;Corallorhiza trifida
Corchorus aestuans L., 1759;Corchorus aestuans
Corchorus capsularis L., 1753;Corchorus capsularis
Corchorus hirsutus L., 1753;Corchorus hirsutus
Corchorus hirtus L., 1762;Corchorus hirtus
Corchorus L., 1753;Corchorus L
Corchorus neocaledonicus Schltr., 1908;Corchorus neocaledonicus
Corchorus olitorius L., 1753;Corchorus olitorius
Corchorus siliquosus L., 1753;Corchorus siliquosus
Corchorus torresianus Gaudich., 1846;Corchorus torresianus
Corchorus trilocularis L., 1767;Corchorus trilocularis
Cordia africana Lam., 1792;Cordia africana
Cordia alliodora (Ruiz & Pav.) Oken, 1841;Cordia alliodora
Cordia aspera G.Forst., 1786;Cordia aspera
Cordia bicolor A.DC., 1845;Cordia bicolor
Cordia collococca L., 1760;Cordia collococca
Cordia dentata Poir., 1806;Cordia dentata
Cordia dichotoma G.Forst., 1786;Cordia dichotoma
Cordia divaricata Kunth, 1818;Cordia divaricata
Cordia exaltata Lam., 1792;Cordia exaltata
Cordia fallax I.M.Johnst., 1935;Cordia fallax
Cordia fanchoniae Feuillet, 2003;Cordia fanchoniae
Cordia fulva I.M.Johnst., 1935;Cordia fulva
Cordia goeldiana Huber, 1910;Cordia goeldiana
Cordia hirta I.M.Johnst., 1935;Cordia hirta
Cordia L., 1753;Cordia L
Cordia laevifrons I.M.Johnst., 1935;Cordia laevifrons
Cordia lomatoloba I.M.Johnst., 1937;Cordia lomatoloba
Cordia lutea Lam., 1791;Cordia lutea
Cordia mirabiloides (Jacq.) Roem. & Schult., 1819;Cordia mirabiloides
Cordia myxa L., 1753;Cordia myxa
Cordia naidophila I.M.Johnst., 1935;Cordia naidophila
Cordia nervosa Lam., 1792;Cordia nervosa
Cordia nodosa Lam., 1792;Cordia nodosa
Cordia obliqua Willd., 1794;Cordia obliqua
Cordia oblongifolia Hochst. ex A.DC.;Cordia oblongifolia
Cordia panicularis Rudge, 1806;Cordia panicularis
Cordia reticulata Vahl, 1807;Cordia reticulata
Cordia sagotii I.M.Johnst., 1935;Cordia sagotii
Cordia sebestena L., 1753;Cordia sebestena
Cordia sect. Cordia L., 1753;Cordia sect
Cordia sect. Gerascanthus (P.Browne) G.Don, 1837;Cordia sect
Cordia sect. Pilicordia A.DC., 1845;Cordia sect
Cordia sect. Sebestenae G.Don, 1837;Cordia sect
Cordia sericicalyx A.DC., 1845;Cordia sericicalyx
Cordia sprucei Mez, 1890;Cordia sprucei
Cordia subcordata Lam., 1792;Cordia subcordata
Cordia sulcata DC., 1845;Cordia sulcata
Cordia tetrandra Aubl., 1775;Cordia tetrandra
Cordia toqueve Aubl., 1775;Cordia toqueve
Cordiaceae R.Br. ex Dumort., 1829 [nom. cons.];Cordiaceae R
Cordiera A.Rich., 1830;Cordiera A
Cordiera myrciifolia (K.Schum.) C.H.Perss. & Delprete, 2004;Cordiera myrciifolia
Cordiera triflora A.Rich., 1830;Cordiera triflora
Cordiereae A.Rich., 1830;Cordiereae A
Cordylecladia erecta (Grev.) J.Agardh, 1852;Cordylecladia erecta
Cordylecladia guiryi Gargiulo, G.Furnari & Cormaci, 1990;Cordylecladia guiryi
Cordylecladia J.Agardh, 1852;Cordylecladia J
Cordyline australis (G.Forst.) Endl., 1833;Cordyline australis
Cordyline Comm. ex R.Br., 1810;Cordyline Comm
Cordyline fruticosa (L.) A.Chev., 1919;Cordyline fruticosa
Cordyline indivisa (G.Forst.) Endl., 1840;Cordyline indivisa
Cordyline mauritiana (Lam.) J.F.Macbr., 1918;Cordyline mauritiana
Cordyline neocaledonica (Baker) B.D.Jacks., 1895;Cordyline neocaledonica
Cordyline stricta (Sims) Endl., 1836;Cordyline stricta
Cordylineae Nakai, 1943;Cordylineae Nakai
Cordylostigma Groeninckx & Dessein, 2010;Cordylostigma Groeninckx
Cordylostigma virgatum (Willd.) Groeninckx & Dessein, 2010;Cordylostigma virgatum
Corema album (L.) D.Don, 1830;Corema album
Corema D.Don, 1826;Corema D
Coreopsideae Lindl., 1829;Coreopsideae Lindl
Coreopsis basalis (A.Dietr.) S.F.Blake, 1916;Coreopsis basalis
Coreopsis grandiflora Hogg ex Sweet, 1836;Coreopsis grandiflora
Coreopsis L., 1753;Coreopsis L
Coreopsis lanceolata L., 1753;Coreopsis lanceolata
Coreopsis tinctoria Nutt., 1821;Coreopsis tinctoria
Coreopsis verticillata L., 1753;Coreopsis verticillata
Coriandreae W.D.J.Koch, 1824;Coriandreae W
Coriandrum L., 1753;Coriandrum L
Coriandrum sativum L., 1753;Coriandrum sativum
Coriaria L., 1753;Coriaria L
Coriaria myrtifolia L., 1753;Coriaria myrtifolia
Coriaria ruscifolia L., 1753;Coriaria ruscifolia
Coriaria ruscifolia subsp. ruscifolia L., 1753;Coriaria ruscifolia
Coriariaceae DC., 1824 [nom. cons.];Coriariaceae DC
Coris L., 1753;Coris L
Coris monspeliensis L., 1753;Coris monspeliensis
Corispermoideae Ulbr., 1934;Corispermoideae Ulbr
Corispermum gallicum Iljin, 1929;Corispermum gallicum
Corispermum gmelinii Bunge, 1879;Corispermum gmelinii
Corispermum intermedium Schweigg., 1812;Corispermum intermedium
Corispermum L., 1753;Corispermum L
Corispermum pallasii Steven, 1814;Corispermum pallasii
Coristospermum Bertol., 1837;Coristospermum Bertol
Coristospermum ferulaceum (All.) Reduron, Charpin & Pimenov, 1997;Coristospermum ferulaceum
Coristospermum lucidum (Mill.) Reduron, Charpin & Pimenov, 1997;Coristospermum lucidum
Coristospermum lucidum subsp. lucidum (Mill.) Reduron, Charpin & Pimenov, 1997;Coristospermum lucidum
Cormus domestica (L.) Spach, 1834;Cormus domestica
Cormus Spach, 1834;Cormus Spach
Cornaceae Bercht. & J.Presl, 1825 [nom. cons.];Cornaceae Bercht
Cornales Link, 1829;Cornales Link
Cornucopiae cucullatum L., 1753;Cornucopiae cucullatum
Cornucopiae L., 1753;Cornucopiae L
Cornuella Pierre, 1891;Cornuella Pierre
Cornuella venezuelanensis Pierre, 1891;Cornuella venezuelanensis
Cornus alba L., 1767;Cornus alba
Cornus alternifolia L.f., 1781;Cornus alternifolia
Cornus canadensis L., 1753;Cornus canadensis
Cornus florida L., 1753;Cornus florida
Cornus L., 1753;Cornus L
Cornus mas L., 1753;Cornus mas
Cornus quinquenervis Franch., 1896;Cornus quinquenervis
Cornus sanguinea L., 1753;Cornus sanguinea
Cornus sanguinea nothosubsp. hungarica (Kárpáti) Soó, 1964;Cornus sanguinea
Cornus sanguinea subsp. australis (C.A.Mey.) Jáv., 1978;Cornus sanguinea
Cornus sanguinea subsp. sanguinea L., 1753;Cornus sanguinea
Cornus sericea L., 1771;Cornus sericea
Cornus suecica L., 1753;Cornus suecica
Cornus torreyi S.Watson, 1876;Cornus torreyi
Cornus x intermedia (Farr) Calder & Roy L.Taylor;Cornus x
Cornutia L., 1753;Cornutia L
Cornutia pubescens C.F.Gaertn., 1807;Cornutia pubescens
Cornutia pyramidata L., 1753;Cornutia pyramidata
Corokia A.Cunn., 1839;Corokia A
Corokia collenettei L.A.Riley, 1926;Corokia collenettei
Coronanthera aspera C.B.Clarke, 1883;Coronanthera aspera
Coronanthera barbata C.B.Clarke, 1883;Coronanthera barbata
Coronanthera clarkeana Schltr., 1906;Coronanthera clarkeana
Coronanthera deltoidifolia Vieill. ex C.B.Clarke, 1883;Coronanthera deltoidifolia
Coronanthera pancheri C.B.Clarke, 1883;Coronanthera pancheri
Coronanthera pedunculosa C.B.Clarke, 1883;Coronanthera pedunculosa
Coronanthera pinguior C.B.Clarke, 1883;Coronanthera pinguior
Coronanthera pulchra C.B.Clarke, 1883;Coronanthera pulchra
Coronanthera sericea C.B.Clarke, 1883;Coronanthera sericea
Coronanthera squamata Virot, 1953;Coronanthera squamata
Coronanthera Vieill. ex C.B. Clarke, 1883;Coronanthera Vieill
Coronanthereae Fritsch, 1893;Coronanthereae Fritsch
Coronantherinae Fritsch, 1893;Coronantherinae Fritsch
Coronilla coronata L., 1759;Coronilla coronata
Coronilla cretica L., 1753;Coronilla cretica
Coronilla glauca L., 1755;Coronilla glauca
Coronilla juncea L., 1753;Coronilla juncea
Coronilla L., 1753;Coronilla L
Coronilla minima L., 1756;Coronilla minima
Coronilla minima subsp. lotoides (W.D.J.Koch) Nyman, 1878;Coronilla minima
Coronilla minima subsp. minima L., 1756;Coronilla minima
Coronilla repanda Boiss., 1856;Coronilla repanda
Coronilla repanda subsp. dura (Cav.) Cout., 1913;Coronilla repanda
Coronilla scorpioides (L.) W.D.J.Koch, 1837;Coronilla scorpioides
Coronilla securidaca L., 1753;Coronilla securidaca
Coronilla vaginalis Lam., 1786;Coronilla vaginalis
Coronilla valentina L., 1753 [nom. et typ. cons.];Coronilla valentina
Coronilla varia L., 1753;Coronilla varia
Corrigiola L., 1753;Corrigiola L
Corrigiola litoralis L., 1753;Corrigiola litoralis
Corrigiola litoralis subsp. litoralis L., 1753;Corrigiola litoralis
Corrigiola telephiifolia Pourr., 1788;Corrigiola telephiifolia
Corsinia coriandrina (Spreng.) Lindb., 1877;Corsinia coriandrina
Corsinia Raddi, 1818;Corsinia Raddi
Corsiniaceae Engl.;Corsiniaceae Engl
Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn., 1900;Cortaderia selloana
Cortaderia Stapf, 1897 [nom. cons.];Cortaderia Stapf
Cortia candollei (DC.) Leute, 1969;Cortia candollei
Cortia DC., 1830;Cortia DC
Cortia wallichiana (DC.) Leute, 1969;Cortia wallichiana
Coryanthes albertinae H.Karst., 1848;Coryanthes albertinae
Coryanthes Hook., 1831;Coryanthes Hook
Coryanthes lafontainei G.Gerlach, 2013;Coryanthes lafontainei
Coryanthes macrantha (Hook.) Lindl., 1833;Coryanthes macrantha
Coryanthes maculata Hook., 1831;Coryanthes maculata
Coryanthes sect. Coryanthes Hook., 1831;Coryanthes sect
Coryanthes sect. Lamellunguis Schltr., 1916;Coryanthes sect
Coryanthes speciosa (Hook.) Hook., 1831;Coryanthes speciosa
Corybas aconitiflorus Salisb.;Corybas aconitiflorus
Corybas echinulus E.Faria;Corybas echinulus
Corybas minutus (Drake) Schltr., 1923;Corybas minutus
Corybas neocaledonicus (Schltr.) Schltr., 1923;Corybas neocaledonicus
Corybas pignalii E.Faria;Corybas pignalii
Corybas Salisb., 1807;Corybas Salisb
Corybas x halleanus E.Faria;Corybas x
Corydalis cava (L.) Schweigg. & Körte, 1811;Corydalis cava
Corydalis cava subsp. cava (L.) Schweigg. & Körte, 1811;Corydalis cava
Corydalis cheilanthifolia Hemsl., 1892;Corydalis cheilanthifolia
Corydalis DC., 1805 [nom. cons.];Corydalis DC
Corydalis intermedia (L.) Mérat, 1812;Corydalis intermedia
Corydalis ophiocarpa Hook.f. & Thomson, 1855;Corydalis ophiocarpa
Corydalis pumila (Host) Rchb., 1832;Corydalis pumila
Corydalis solida (L.) Clairv., 1811 [nom. et typ. cons.];Corydalis solida
Corydalis solida subsp. solida (L.) Clairv., 1811;Corydalis solida
Corydalis x budensis L.Vojda, 1941;Corydalis x
Corydalis x hausmannii Klebelsberg, 1908;Corydalis x
Corydalis x moravica Smejkal;Corydalis x
Corydalis x neumannii Fedde, 1919;Corydalis x
Coryleae Dumort., 1827;Coryleae Dumort
Coryloideae Koehne, 1893;Coryloideae Koehne
Corylus avellana L., 1753;Corylus avellana
Corylus colurna L., 1753;Corylus colurna
Corylus cornuta Marshall, 1785;Corylus cornuta
Corylus cornuta subsp. cornuta Marshall, 1785;Corylus cornuta
Corylus L., 1753;Corylus L
Corylus maxima Mill., 1768;Corylus maxima
Corymbia calophylla (Lindl.) K.D.Hill & L.A.S.Johnson, 1995;Corymbia calophylla
Corymbia calophylla x Corymbia ficifolia ;Corymbia calophylla
Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson, 1995;Corymbia citriodora
Corymbia ficifolia (F.Muell.) K.D.Hill & L.A.S.Johnson, 1995;Corymbia ficifolia
Corymbia gummifera (Gaertn.) K.D.Hill & L.A.S.Johnson, 1995;Corymbia gummifera
Corymbia K.D.Hill & L.A.S.Johnson, 1995;Corymbia K
Corymborkis corymbis Thouars, 1822;Corymborkis corymbis
Corymborkis flava (Sw.) Kuntze, 1891;Corymborkis flava
Corymborkis Thouars, 1809;Corymborkis Thouars
Corymborkis veratrifolia (Reinw.) Blume, 1859;Corymborkis veratrifolia
Corynabutilon (K.Schum.) Kearney, 1949;Corynabutilon (K
Corynabutilon vitifolium (Cav.) Kearney, 1949;Corynabutilon vitifolium
Corynephorus articulatus (Desf.) P.Beauv., 1812;Corynephorus articulatus
Corynephorus canescens (L.) P.Beauv., 1812;Corynephorus canescens
Corynephorus divaricatus (Pourr.) Breistr., 1950;Corynephorus divaricatus
Corynephorus P.Beauv., 1812;Corynephorus P
Corynocarpaceae Engl., 1897;Corynocarpaceae Engl
Corynocarpus dissimilis Hemsl.;Corynocarpus dissimilis
Corynocarpus J.R. Forst. & G. Forst., 1775;Corynocarpus J
Corynocystaceae ;Corynocystaceae
Corynocystis Kraft, 1999;Corynocystis Kraft
Corynocystis prostrata Kraft, 1999;Corynocystis prostrata
Corynomorpha clavata (Harvey) J.Agardh, 1872;Corynomorpha clavata
Corynomorpha J.Agardh, 1872;Corynomorpha J
Corynomorpha prismatica (J.Agardh) J.Agardh, 1876;Corynomorpha prismatica
Corypha L., 1753;Corypha L
Corypha umbraculifera L., 1753;Corypha umbraculifera
Corypha utan Lam., 1786;Corypha utan
Corypheae Martinov, 1820;Corypheae Martinov
Coryphoideae Burnett, 1835;Coryphoideae Burnett
Coryphopteris fasciculata (E.Fourn.) Holttum, 1976;Coryphopteris fasciculata
Coryphopteris Holttum, 1971;Coryphopteris Holttum
Coryphopteris marquesensis (Lorence & K.R.Wood) Lorence & K.R.Wood, 2019;Coryphopteris marquesensis
Corythophora amapaensis Pires ex S.A.Mori & Prance, 1981;Corythophora amapaensis
Corythophora labriculata (Eyma) S.A.Mori & Prance, 1981;Corythophora labriculata
